couldn	couldn	NN	B-DIS	101	107	 	3000309
'	'	''	I-DIS	107	108		3000309
t	t	NN	I-DIS	108	109		3000309
move	move	NN	I-DIS	110	114	 	3000309
shoulders	shoulder	NNS	I-DIS	115	124	 	3000309
,	,	,	O	124	125		3000309
hips	hip	NNS	B-DIS	126	130	 	3000309
hurt	hurt	VBP	I-DIS	131	135	 	3000309
,	,	,	O	135	136		3000309
had	have	VBD	O	137	140	 	3000309
to	to	TO	O	141	143	 	3000309
push	push	VB	O	144	148	 	3000309
out	out	RP	O	149	152	 	3000309
of	of	IN	O	153	155	 	3000309
chair	chair	NN	O	156	161	 	3000309
like	like	IN	O	162	166	 	3000309
old	old	JJ	O	167	170	 	3000309
person	person	NN	O	171	177	 	3000309
.	.	.	O	177	178		3000309
stopped	stop	VBD	O	179	186	 	3000309
taking	take	VBG	O	187	193	 	3000309
it	it	PRP	O	194	196	 	3000309
after	after	IN	O	197	202	 	3000309
almost	almost	RB	O	203	209	 	3000309
2	2	CD	O	210	211	 	3000309
years	year	NNS	O	212	217	 	3000309
;	;	:	O	217	218		3000309
it	it	PRP	O	219	221	 	3000309
really	really	RB	O	222	228	 	3000309
lowered	lower	VBN	O	229	236	 	3000309
cholesterol	cholesterol	NN	O	237	248	 	3000309
,	,	,	O	248	249		3000309
but	but	CC	O	250	253	 	3000309
at	at	IN	O	254	256	 	3000309
cost	cost	NN	O	257	261	 	3000309
of	of	IN	O	262	264	 	3000309
terrible	terrible	JJ	O	265	273	 	3000309
joint	joint	JJ	B-DIS	274	279	 	3000309
pain	pain	NN	I-DIS	280	284	 	3000309
,	,	,	O	284	285		3000309
loss	loss	NN	B-DIS	286	290	 	3000309
of	of	IN	I-DIS	291	293	 	3000309
sleep	sleep	NN	I-DIS	294	299	 	3000309
,	,	,	O	299	300		3000309
shoulder	shoulder	NN	B-DIS	301	309	 	3000309
and	and	CC	I-DIS	310	313	 	3000309
hip	hip	NN	I-DIS	314	317	 	3000309
pain	pain	NN	I-DIS	318	322	 	3000309
and	and	CC	O	323	326	 	3000309
loss	loss	NN	B-DIS	327	331	 	3000309
of	of	IN	I-DIS	332	334	 	3000309
range	range	NN	I-DIS	335	340	 	3000309
of	of	IN	I-DIS	341	343	 	3000309
motion	motion	NN	I-DIS	344	350	 	3000309
.	.	.	O	350	351		3000309
Stopped	stop	VBD	O	352	359	 	3000309
,	,	,	O	359	360		3000309
and	and	CC	O	361	364	 	3000309
pains	pain	NNS	B-DIS	365	370	 	3000309
lessened	lessen	VBD	O	371	379	 	3000309
in	in	IN	O	380	382	 	3000309
one	one	CD	O	383	386	 	3000309
week	week	NN	O	387	391	 	3000309
;	;	:	O	391	392		3000309
took	take	VBD	O	393	397	 	3000309
months	month	NNS	O	398	404	 	3000309
for	for	IN	O	405	408	 	3000309
it	it	PRP	O	409	411	 	3000309
all	all	DT	O	412	415	 	3000309
to	to	TO	O	416	418	 	3000309
go	go	VB	O	419	421	 	3000309
away	away	RB	O	422	426	 	3000309
.	.	.	O	426	427		3000309

No	no	DT	O	0	2		3000403
side	side	NN	O	3	7	 	3000403
effects	effect	NNS	O	8	15	 	3000403
.	.	.	O	15	16		3000403
On	on	IN	O	17	19	 	3000403
for	for	IN	O	20	23	 	3000403
3	3	CD	O	24	25	 	3000403
years	year	NNS	O	26	31	 	3000403
so	so	IN	O	32	34	 	3000403
far	far	RB	O	35	38	 	3000403
.	.	.	O	38	39		3000403
feel	feel	NN	O	40	44	 	3000403
great	great	NN	O	45	50	 	3000403
.	.	.	O	50	51		3000403
20mg	20mg	CD	O	52	56	 	3000403
and	and	CC	O	57	60	 	3000403
working	work	VBG	O	61	68	 	3000403
fine	fine	NN	O	69	73	 	3000403
.	.	.	O	73	74		3000403

Terrible	terrible	JJ	O	0	8		3000140
first	first	JJ	O	9	14	 	3000140
of	of	IN	O	15	17	 	3000140
all	all	DT	O	18	21	 	3000140
I	i	PRP	O	22	23	 	3000140
had	have	VBD	O	24	27	 	3000140
diarrhoea	diarrhoea	NN	B-DIS	28	37	 	3000140
my	my	PRP$	O	38	40	 	3000140
dosage	dosage	NN	O	41	47	 	3000140
was	be	VBD	O	48	51	 	3000140
increased	increase	VBN	O	52	61	 	3000140
to	to	TO	O	62	64	 	3000140
75	75	CD	O	65	67	 	3000140
and	and	CC	O	68	71	 	3000140
a	a	DT	O	72	73	 	3000140
few	few	JJ	O	74	77	 	3000140
days	day	NNS	O	78	82	 	3000140
ago	ago	RB	O	83	86	 	3000140
my	my	PRP$	O	87	89	 	3000140
feet	foot	NN	O	90	94	 	3000140
and	and	CC	O	95	98	 	3000140
ankles	ankle	NNS	B-DIS	99	105	 	3000140
started	start	VBD	I-DIS	106	113	 	3000140
swelling	swell	VBG	I-DIS	114	122	 	3000140
up	up	RP	O	123	125	 	3000140
.	.	.	O	125	126		3000140
I	i	PRP	O	127	128	 	3000140
went	go	VBD	O	129	133	 	3000140
to	to	TO	O	134	136	 	3000140
my	my	PRP$	O	137	139	 	3000140
GP	gp	NN	O	140	142	 	3000140
and	and	CC	O	143	146	 	3000140
the	the	DT	O	147	150	 	3000140
results	result	NNS	O	151	158	 	3000140
of	of	IN	O	159	161	 	3000140
my	my	PRP$	O	162	164	 	3000140
blood	blood	NN	O	165	170	 	3000140
test	test	NN	O	171	175	 	3000140
showed	show	VBD	O	176	182	 	3000140
there	there	EX	O	183	188	 	3000140
was	be	VBD	O	189	192	 	3000140
something	something	NN	O	193	202	 	3000140
wrong	wrong	JJ	B-DIS	203	208	 	3000140
with	with	IN	I-DIS	209	213	 	3000140
my	my	PRP$	I-DIS	214	216	 	3000140
liver	liver	NN	I-DIS	217	222	 	3000140
and	and	CC	O	223	226	 	3000140
I	i	PRP	O	227	228	 	3000140
am	be	VBP	O	229	231	 	3000140
a	a	DT	O	232	233	 	3000140
non	non	NN	O	234	237	 	3000140
-	-	:	O	237	238		3000140
drinker	drinker	NN	O	238	245		3000140
.	.	.	O	245	246		3000140
My	my	PRP$	O	247	249	 	3000140
blood	blood	NN	B-DIS	250	255	 	3000140
pressure	pressure	NN	I-DIS	256	264	 	3000140
had	have	VBD	I-DIS	265	268	 	3000140
gone	go	VBN	I-DIS	269	273	 	3000140
sky	sky	JJ	I-DIS	274	277	 	3000140
high	high	JJ	I-DIS	278	282	 	3000140
so	so	IN	O	283	285	 	3000140
my	my	PRP$	O	286	288	 	3000140
that	that	IN	O	289	293	 	3000140
is	be	VBZ	O	294	296	 	3000140
why	why	WRB	O	297	300	 	3000140
the	the	DT	O	301	304	 	3000140
swelling	swell	VBG	B-DIS	305	313	 	3000140
.	.	.	O	313	314		3000140
I	i	PRP	O	315	316	 	3000140
was	be	VBD	O	317	320	 	3000140
told	told	JJ	O	321	325	 	3000140
to	to	TO	O	326	328	 	3000140
stop	stop	VB	O	329	333	 	3000140
taking	take	VBG	O	334	340	 	3000140
Arthritic	arthritic	JJ	B-DRUG	341	350	 	3000140
and	and	CC	O	351	354	 	3000140
am	am	NN	O	355	357	 	3000140
now	now	RB	O	358	361	 	3000140
using	use	VBG	O	362	367	 	3000140
a	a	DT	O	368	369	 	3000140
natural	natural	JJ	O	370	377	 	3000140
product	product	NN	O	378	385	 	3000140
that	that	WDT	O	386	390	 	3000140
seems	seem	VBZ	O	391	396	 	3000140
to	to	TO	O	397	399	 	3000140
work	work	VB	O	400	404	 	3000140
it	it	PRP	O	405	407	 	3000140
is	be	VBZ	O	408	410	 	3000140
called	call	VBN	O	411	417	 	3000140
Pernasal	pernasal	NN	B-DRUG	418	426	 	3000140
.	.	.	O	426	427		3000140

Initially	initially	RB	O	0	9		3000343
minor	minor	JJ	O	10	15	 	3000343
muscle	muscle	NN	B-DIS	16	22	 	3000343
pain	pain	NN	I-DIS	23	27	 	3000343
but	but	CC	O	28	31	 	3000343
thought	think	VBD	O	32	39	 	3000343
it	it	PRP	O	40	42	 	3000343
was	be	VBD	O	43	46	 	3000343
due	due	JJ	O	47	50	 	3000343
to	to	TO	O	51	53	 	3000343
my	my	PRP$	O	54	56	 	3000343
working	working	NN	O	57	64	 	3000343
out	out	RP	O	65	68	 	3000343
.	.	.	O	68	69		3000343
After	after	IN	O	70	75	 	3000343
two	two	CD	O	76	79	 	3000343
years	year	NNS	O	80	85	 	3000343
of	of	IN	O	86	88	 	3000343
use	use	NN	O	89	92	 	3000343
-	-	:	O	93	94	 	3000343
SEVERE	severe	JJ	B-DIS	95	101	 	3000343
muscle	muscle	NN	I-DIS	102	108	 	3000343
pain	pain	NN	I-DIS	109	113	 	3000343
in	in	IN	I-DIS	114	116	 	3000343
shoulder	shoulder	NN	I-DIS	117	125	 	3000343
and	and	CC	I-DIS	126	129	 	3000343
hip	hip	NN	I-DIS	130	133	 	3000343
joints	joint	NNS	I-DIS	134	140	 	3000343
-	-	:	O	141	142	 	3000343
random	random	NN	O	143	149	 	3000343
bluish	bluish	NN	B-DIS	150	156	 	3000343
feeling	feel	VBG	I-DIS	157	164	 	3000343
(	(	NN	O	165	166	 	3000343
minor	minor	NN	O	166	171		3000343
muscle	muscle	NN	B-DIS	172	178	 	3000343
achs	achs	NNS	I-DIS	179	183	 	3000343
all	all	DT	O	184	187	 	3000343
over	over	IN	O	188	192	 	3000343
)-	)-	:	O	192	194		3000343
random	random	NN	O	195	201	 	3000343
low	low	JJ	B-DIS	202	205	 	3000343
energy	energy	NN	I-DIS	206	212	 	3000343
.	.	.	O	212	213		3000343
Within	within	IN	O	214	220	 	3000343
two	two	CD	O	221	224	 	3000343
weeks	week	NNS	O	225	230	 	3000343
of	of	IN	O	231	233	 	3000343
this	this	DT	O	234	238	 	3000343
sudden	sudden	JJ	O	239	245	 	3000343
increase	increase	NN	O	246	254	 	3000343
in	in	IN	O	255	257	 	3000343
pain	pain	NN	B-DIS	258	262	 	3000343
,	,	,	O	262	263		3000343
I	i	PRP	O	264	265	 	3000343
was	be	VBD	O	266	269	 	3000343
waking	wake	VBG	B-DIS	270	276	 	3000343
me	me	PRP	I-DIS	277	279	 	3000343
up	up	RP	I-DIS	280	282	 	3000343
at	at	IN	I-DIS	283	285	 	3000343
night	night	NN	I-DIS	286	291	 	3000343
in	in	IN	I-DIS	292	294	 	3000343
pain	pain	NN	I-DIS	295	299	 	3000343
.	.	.	O	299	300		3000343
Pain	pain	NN	B-DIS	301	305	 	3000343
immediately	immediately	RB	O	306	317	 	3000343
declined	decline	VBD	O	318	326	 	3000343
within	within	IN	O	327	333	 	3000343
a	a	DT	O	334	335	 	3000343
few	few	JJ	O	336	339	 	3000343
days	day	NNS	O	340	344	 	3000343
of	of	IN	O	345	347	 	3000343
stopping	stop	VBG	O	348	356	 	3000343
lipitor	lipitor	NN	B-DRUG	357	364	 	3000343
.	.	.	O	364	365		3000343
Won	won	NN	O	366	369	 	3000343
'	'	''	O	369	370		3000343
t	t	NN	O	370	371		3000343
touch	touch	NN	O	372	377	 	3000343
it	it	PRP	O	378	380	 	3000343
.	.	.	O	380	381		3000343
I	i	PRP	O	382	383	 	3000343
don	don	VBP	O	384	387	 	3000343
'	'	''	O	387	388		3000343
t	t	NN	O	388	389		3000343
know	know	VB	O	390	394	 	3000343
how	how	WRB	O	395	398	 	3000343
long	long	JJ	O	399	403	 	3000343
it	it	PRP	O	404	406	 	3000343
will	will	MD	O	407	411	 	3000343
take	take	VB	O	412	416	 	3000343
for	for	IN	O	417	420	 	3000343
my	my	PRP$	O	421	423	 	3000343
muscles	muscle	NNS	O	424	431	 	3000343
to	to	TO	O	432	434	 	3000343
heal	heal	VB	O	435	439	 	3000343
now	now	RB	O	440	443	 	3000343
.	.	.	O	443	444		3000343

inflammatory	inflammatory	NN	B-DIS	0	12		3000588
muscle	muscle	NN	I-DIS	13	19	 	3000588
pain	pain	NN	I-DIS	20	24	 	3000588
and	and	CC	O	25	28	 	3000588
soreness	soreness	NN	B-DIS	29	37	 	3000588
in	in	IN	I-DIS	38	40	 	3000588
upper	upper	NN	I-DIS	41	46	 	3000588
back	back	RB	I-DIS	47	51	 	3000588
,	,	,	O	51	52		3000588
head	head	NN	B-DIS	53	57	 	3000588
pain	pain	NN	I-DIS	58	62	 	3000588
and	and	CC	I-DIS	63	66	 	3000588
pressure	pressure	NN	I-DIS	67	75	 	3000588
and	and	CC	O	76	79	 	3000588
the	the	DT	O	80	83	 	3000588
feeling	feeling	NN	B-DIS	84	91	 	3000588
of	of	IN	I-DIS	92	94	 	3000588
being	be	VBG	I-DIS	95	100	 	3000588
in	in	IN	I-DIS	101	103	 	3000588
a	a	DT	I-DIS	104	105	 	3000588
fog	fog	NN	I-DIS	106	109	 	3000588
.	.	.	O	109	110		3000588
EXTREMELY	extremely	RB	O	111	120	 	3000588
DANGEROUS	dangerous	JJ	O	121	130	 	3000588
DRUG	drug	NN	O	131	135	 	3000588
!	!	.	O	135	136		3000588
I	i	PRP	O	137	138	 	3000588
have	have	VBP	O	139	143	 	3000588
never	never	RB	O	144	149	 	3000588
had	have	VBD	O	150	153	 	3000588
these	these	DT	O	154	159	 	3000588
problems	problem	NNS	O	160	168	 	3000588
until	until	IN	O	169	174	 	3000588
I	i	PRP	O	175	176	 	3000588
started	start	VBD	O	177	184	 	3000588
Lipitor	lipitor	NN	B-DRUG	185	192	 	3000588
.	.	.	O	192	193		3000588
I	i	PRP	O	194	195	 	3000588
have	have	VBP	O	196	200	 	3000588
discontinued	discontinue	VBN	O	201	213	 	3000588
it	it	PRP	O	214	216	 	3000588
2	2	CD	O	217	218	 	3000588
weeks	week	NNS	O	219	224	 	3000588
ago	ago	IN	O	225	228	 	3000588
with	with	IN	O	229	233	 	3000588
now	now	RB	O	234	237	 	3000588
a	a	DT	O	238	239	 	3000588
40	40	CD	O	240	242	 	3000588
%	%	NN	O	242	243		3000588
reduction	reduction	NN	O	244	253	 	3000588
in	in	IN	O	254	256	 	3000588
side	side	NN	O	257	261	 	3000588
effects	effect	NNS	O	262	269	 	3000588
but	but	CC	O	270	273	 	3000588
the	the	DT	O	274	277	 	3000588
pain	pain	NN	B-DIS	278	282	 	3000588
is	be	VBZ	O	283	285	 	3000588
still	still	RB	O	286	291	 	3000588
really	really	RB	O	292	298	 	3000588
bad	bad	JJ	O	299	302	 	3000588
.	.	.	O	302	303		3000588
Does	do	VBZ	O	304	308	 	3000588
anyone	anyone	NN	O	309	315	 	3000588
know	know	VB	O	316	320	 	3000588
how	how	WRB	O	321	324	 	3000588
long	long	JJ	O	325	329	 	3000588
it	it	PRP	O	330	332	 	3000588
will	will	MD	O	333	337	 	3000588
take	take	VB	O	338	342	 	3000588
for	for	IN	O	343	346	 	3000588
the	the	DT	O	347	350	 	3000588
side	side	NN	O	351	355	 	3000588
effects	effect	NNS	O	356	363	 	3000588
to	to	TO	O	364	366	 	3000588
completely	completely	RB	O	367	377	 	3000588
go	go	VB	O	378	380	 	3000588
away	away	RB	O	381	385	 	3000588
?	?	.	O	385	386		3000588
Will	will	MD	O	387	391	 	3000588
they	they	PRP	O	392	396	 	3000588
go	go	VB	O	397	399	 	3000588
away	away	RB	O	400	404	 	3000588
?	?	.	O	404	405		3000588
Lipitor	lipitor	NN	B-DRUG	406	413	 	3000588
lowered	lower	VBD	O	414	421	 	3000588
my	my	PRP$	O	422	424	 	3000588
cholesterol	cholesterol	NN	O	425	436	 	3000588
from	from	IN	O	437	441	 	3000588
268	268	CD	O	442	445	 	3000588
to	to	TO	O	446	448	 	3000588
163	163	CD	O	449	452	 	3000588
but	but	CC	O	453	456	 	3000588
it	it	PRP	O	457	459	 	3000588
nearly	nearly	RB	O	460	466	 	3000588
killed	kill	VBD	O	467	473	 	3000588
me	me	PRP	O	474	476	 	3000588
in	in	IN	O	477	479	 	3000588
return	return	NN	O	480	486	 	3000588
.	.	.	O	486	487		3000588
It	it	PRP	O	488	490	 	3000588
'	'	''	O	490	491		3000588
s	s	VBZ	O	491	492		3000588
not	not	RB	O	493	496	 	3000588
worth	worth	JJ	O	497	502	 	3000588
it	it	PRP	O	503	505	 	3000588
.	.	.	O	505	506		3000588
The	the	DT	O	507	510	 	3000588
doctor	doctor	NN	O	511	517	 	3000588
told	tell	VBD	O	518	522	 	3000588
me	me	PRP	O	523	525	 	3000588
I	i	PRP	O	526	527	 	3000588
was	be	VBD	O	528	531	 	3000588
imagining	imagine	VBG	O	532	541	 	3000588
all	all	DT	O	542	545	 	3000588
this	this	DT	O	546	550	 	3000588
and	and	CC	O	551	554	 	3000588
said	say	VBD	O	555	559	 	3000588
it	it	PRP	O	560	562	 	3000588
was	be	VBD	O	563	566	 	3000588
so	so	RB	O	567	569	 	3000588
safe	safe	JJ	O	570	574	 	3000588
it	it	PRP	O	575	577	 	3000588
should	should	MD	O	578	584	 	3000588
be	be	VB	O	585	587	 	3000588
in	in	IN	O	588	590	 	3000588
the	the	DT	O	591	594	 	3000588
drinking	drinking	NN	O	595	603	 	3000588
water	water	NN	O	604	609	 	3000588
supply	supply	NN	O	610	616	 	3000588
.	.	.	O	616	617		3000588
Can	can	MD	O	618	621	 	3000588
you	you	PRP	O	622	625	 	3000588
believe	believe	VB	O	626	633	 	3000588
that	that	IN	O	634	638	 	3000588
!	!	.	O	638	639		3000588
This	this	DT	O	640	644	 	3000588
drug	drug	NN	O	645	649	 	3000588
is	be	VBZ	O	650	652	 	3000588
an	an	DT	O	653	655	 	3000588
extremely	extremely	RB	O	656	665	 	3000588
dangerous	dangerous	JJ	O	666	675	 	3000588
poison	poison	NN	O	676	682	 	3000588
.	.	.	O	682	683		3000588
The	the	DT	O	684	687	 	3000588
Pfizer	pfizer	NN	O	688	694	 	3000588
website	website	NN	O	695	702	 	3000588
is	be	VBZ	O	703	705	 	3000588
very	very	RB	O	706	710	 	3000588
low	low	JJ	O	711	714	 	3000588
-	-	:	O	714	715		3000588
key	key	JJ	O	715	718		3000588
about	about	IN	O	719	724	 	3000588
the	the	DT	O	725	728	 	3000588
side	side	NN	O	729	733	 	3000588
effects	effect	NNS	O	734	741	 	3000588
.	.	.	O	741	742		3000588
You	you	PRP	O	743	746	 	3000588
better	good	JJR	O	747	753	 	3000588
take	take	VB	O	754	758	 	3000588
matters	matter	NNS	O	759	766	 	3000588
into	into	IN	O	767	771	 	3000588
your	your	PRP$	O	772	776	 	3000588
own	own	JJ	O	777	780	 	3000588
hands	hand	NNS	O	781	786	 	3000588
as	a	IN	O	787	789	 	3000588
Pfizer	pfizer	NN	O	790	796	 	3000588
'	'	''	O	796	797		3000588
s	s	NNS	O	797	798		3000588
only	only	RB	O	799	803	 	3000588
concern	concern	NN	O	804	811	 	3000588
is	be	VBZ	O	812	814	 	3000588
profits	profit	NNS	O	815	822	 	3000588
-	-	:	O	823	824	 	3000588
NOT	not	RB	O	825	828	 	3000588
your	your	PRP$	O	829	833	 	3000588
health	health	NN	O	834	840	 	3000588
.	.	.	O	840	841		3000588

I	i	PRP	O	0	1		3000217
have	have	VBP	O	2	6	 	3000217
been	be	VBN	O	7	11	 	3000217
taken	take	VBN	O	12	17	 	3000217
for	for	IN	O	18	21	 	3000217
approximately	approximately	RB	O	22	35	 	3000217
4	4	CD	O	36	37	 	3000217
yrs	yr	NNS	O	38	41	 	3000217
.	.	.	O	41	42		3000217
I	i	PRP	O	43	44	 	3000217
have	have	VBP	O	45	49	 	3000217
some	some	DT	O	50	54	 	3000217
difficulty	difficulty	NN	B-DIS	55	65	 	3000217
with	with	IN	I-DIS	66	70	 	3000217
digestive	digestive	JJ	I-DIS	71	80	 	3000217
system	system	NN	I-DIS	81	87	 	3000217
and	and	CC	O	88	91	 	3000217
some	some	DT	O	92	96	 	3000217
muscle	muscle	NN	B-DIS	97	103	 	3000217
pain	pain	NN	I-DIS	104	108	 	3000217
and	and	CC	O	109	112	 	3000217
joint	joint	JJ	B-DIS	113	118	 	3000217
pain	pain	NN	I-DIS	119	123	 	3000217
.	.	.	O	123	124		3000217
Lipitor	lipitor	NN	B-DRUG	125	132	 	3000217
did	do	VBD	O	133	136	 	3000217
the	the	DT	O	137	140	 	3000217
job	job	NN	O	141	144	 	3000217
on	on	IN	O	145	147	 	3000217
my	my	PRP$	O	148	150	 	3000217
cholesterol	cholesterol	NN	O	151	162	 	3000217
both	both	DT	O	163	167	 	3000217
LDL	ldl	NN	O	168	171	 	3000217
and	and	CC	O	172	175	 	3000217
HDL	hdl	NN	O	176	179	 	3000217
.	.	.	O	179	180		3000217
I	i	PRP	O	181	182	 	3000217
have	have	VBP	O	183	187	 	3000217
quit	quit	NN	O	188	192	 	3000217
taken	take	VBN	O	193	198	 	3000217
recently	recently	RB	O	199	207	 	3000217
to	to	TO	O	208	210	 	3000217
see	see	VB	O	211	214	 	3000217
if	if	IN	O	215	217	 	3000217
it	it	PRP	O	218	220	 	3000217
affects	affect	VBZ	O	221	228	 	3000217
above	above	IN	O	229	234	 	3000217
problems	problem	NNS	O	235	243	 	3000217
.	.	.	O	243	244		3000217
It	it	PRP	O	245	247	 	3000217
probably	probably	RB	O	248	256	 	3000217
is	be	VBZ	O	257	259	 	3000217
a	a	DT	O	260	261	 	3000217
trade	trade	NN	O	262	267	 	3000217
off	off	RP	O	268	271	 	3000217
.	.	.	O	271	272		3000217
I	i	PRP	O	273	274	 	3000217
feel	feel	VBP	O	275	279	 	3000217
that	that	IN	O	280	284	 	3000217
the	the	DT	O	285	288	 	3000217
drug	drug	NN	O	289	293	 	3000217
is	be	VBZ	O	294	296	 	3000217
too	too	RB	O	297	300	 	3000217
expensive	expensive	JJ	O	301	310	 	3000217
.	.	.	O	310	311		3000217
I	i	PRP	O	312	313	 	3000217
do	do	VBP	O	314	316	 	3000217
think	think	VBP	O	317	322	 	3000217
that	that	IN	O	323	327	 	3000217
it	it	PRP	O	328	330	 	3000217
will	will	MD	O	331	335	 	3000217
do	do	VB	O	336	338	 	3000217
what	what	WP	O	339	343	 	3000217
it	it	PRP	O	344	346	 	3000217
is	be	VBZ	O	347	349	 	3000217
used	use	VBN	O	350	354	 	3000217
for	for	IN	O	355	358	 	3000217
,	,	,	O	358	359		3000217
but	but	CC	O	360	363	 	3000217
I	i	PRP	O	364	365	 	3000217
think	think	VBP	O	366	371	 	3000217
your	your	PRP$	O	372	376	 	3000217
body	body	NN	O	377	381	 	3000217
pays	pay	NNS	O	382	386	 	3000217
a	a	DT	O	387	388	 	3000217
price	price	NN	O	389	394	 	3000217
.	.	.	O	394	395		3000217
Again	again	RB	O	396	401	 	3000217
I	i	PRP	O	402	403	 	3000217
think	think	VBP	O	404	409	 	3000217
it	it	PRP	O	410	412	 	3000217
is	be	VBZ	O	413	415	 	3000217
a	a	DT	O	416	417	 	3000217
trade	trade	NN	O	418	423	 	3000217
off	off	RP	O	424	427	 	3000217
.	.	.	O	427	428		3000217

incredible	incredible	JJ	O	0	10		3000519
depression	depression	NN	B-DIS	11	21	 	3000519
almost	almost	RB	O	22	28	 	3000519
immediately	immediately	RB	O	29	40	 	3000519
after	after	IN	O	41	46	 	3000519
I	i	PRP	O	47	48	 	3000519
started	start	VBD	O	49	56	 	3000519
taking	take	VBG	O	57	63	 	3000519
it	it	PRP	O	64	66	 	3000519
.	.	.	O	66	67		3000519
crying	cry	VBG	B-DIS	68	74	 	3000519
all	all	DT	I-DIS	75	78	 	3000519
the	the	DT	I-DIS	79	82	 	3000519
time	time	NN	I-DIS	83	87	 	3000519
,	,	,	O	87	88		3000519
not	not	RB	B-DIS	89	92	 	3000519
sleeping	sleep	VBG	I-DIS	93	101	 	3000519
,	,	,	O	101	102		3000519
reliving	relive	VBG	B-DIS	103	111	 	3000519
of	of	IN	I-DIS	112	114	 	3000519
past	past	JJ	I-DIS	115	119	 	3000519
terrible	terrible	JJ	I-DIS	120	128	 	3000519
events	event	NNS	I-DIS	129	135	 	3000519
that	that	WDT	O	136	140	 	3000519
had	have	VBD	O	141	144	 	3000519
occurred	occur	VBN	O	145	153	 	3000519
in	in	IN	O	154	156	 	3000519
my	my	PRP$	O	157	159	 	3000519
life	life	NN	O	160	164	 	3000519
,	,	,	O	164	165		3000519
like	like	IN	O	166	170	 	3000519
someone	someone	NN	O	171	178	 	3000519
pushing	push	VBG	O	179	186	 	3000519
a	a	DT	O	187	188	 	3000519
doorbell	doorbell	NN	O	189	197	 	3000519
and	and	CC	O	198	201	 	3000519
holding	hold	VBG	O	202	209	 	3000519
it	it	PRP	O	210	212	 	3000519
to	to	TO	O	213	215	 	3000519
keep	keep	VB	O	216	220	 	3000519
ringing	ringing	NN	O	221	228	 	3000519
and	and	CC	O	229	232	 	3000519
reliving	relive	VBG	O	233	241	 	3000519
all	all	DT	O	242	245	 	3000519
the	the	DT	O	246	249	 	3000519
terrible	terrible	JJ	O	250	258	 	3000519
negative	negative	JJ	O	259	267	 	3000519
things	thing	NNS	O	268	274	 	3000519
in	in	IN	O	275	277	 	3000519
my	my	PRP$	O	278	280	 	3000519
life	life	NN	O	281	285	 	3000519
over	over	IN	O	286	290	 	3000519
and	and	CC	O	291	294	 	3000519
over	over	IN	O	295	299	 	3000519
again	again	RB	O	300	305	 	3000519
.	.	.	O	305	306		3000519
I	i	PRP	O	307	308	 	3000519
kept	keep	VBD	O	309	313	 	3000519
asking	ask	VBG	O	314	320	 	3000519
